age,gender,primary_tech_field,job_title,employment_type,work_arrangement,experience_years_total,experience_years_in_field,education_level,languages_spoken,skills,primary_skill,num_skills,certifications,company_size,annual_salary_usd,num_languages,num_certifications,total_skills + certificates
36,Female,QA & Testing,Other,Part-time,Remote,7.6,4.4,Bachelor's Degree,English,Load Testing; JUnit; PyTest; Postman; Cypress,Load Testing,5,Google Cloud Professional; AWS Certified Developer; CompTIA Security+,Medium (51-200),38961.2,1,3,8
33,Male,Data Science & ML,Other,Full-time,Remote,0.5,0.5,Master's Degree,English; Telugu,Hugging Face; Keras; Python; scikit-learn; R; OpenCV; Pandas,Hugging Face,7,AWS Certified Solutions Architect; CompTIA Security+,Enterprise (1000+),165510.28,2,2,9
22,Male,Full-Stack Development,Web Developer,Full-time,Remote,0.5,0.5,Master's Degree,English; Japanese,PostgreSQL; TypeScript; React; REST APIs,PostgreSQL,4,TensorFlow Developer Certificate,Large (201-1000),113611.14,2,1,5
34,Male,QA & Testing,Other,Full-time,Hybrid,4.0,3.1,Master's Degree,English,PyTest; Performance Testing; TestRail; JUnit; Postman,PyTest,5,CEH,Enterprise (1000+),54207.21,1,1,6
35,Male,Game Development,Other,Freelance,Remote,3.8,1.6,Associate's Degree,English,Photon; C++; Unity; Unreal Engine; OpenGL; 3D Modeling; DirectX; C#,Photon,8,Kubernetes CKA; CEH; AWS Certified Developer,Small (11-50),76926.26,1,3,11
44,Female,Database & Data Engineering,Other,Contract,Remote,3.2,3.0,PhD,Italian; Russian; French,Elasticsearch; BigQuery; dbt; Airflow; Snowflake; Spark,Elasticsearch,6,CISSP; AWS Certified Developer,Medium (51-200),265083.27,3,2,8
26,Non-Binary,Mobile Development,Other,Full-time,Remote,0.9,0.7,Bachelor's Degree,English,Kotlin; Flutter; Firebase; Android SDK; Xcode; Java; React Native; Swift,Kotlin,8,,Enterprise (1000+),115643.13,1,0,8
18,Female,Backend Development,Other,Full-time,Hybrid,1.1,0.9,Bootcamp,English; French; Portuguese; Mandarin,Django; Node.js; PHP; Rust; Ruby; Python; Java,Django,7,CEH,Enterprise (1000+),126660.55,4,1,8
41,Female,Game Development,Other,Full-time,Remote,7.0,7.0,Bootcamp,English,3D Modeling; OpenGL; Shader Programming; Blender; Unreal Engine; C#; Physics Engine; Unity,3D Modeling,8,TensorFlow Developer Certificate,Small (11-50),169275.08,1,1,9
30,Male,Product Management,Other,Contract,Remote,4.2,2.3,Bachelor's Degree,English; German; French,Roadmapping; Confluence; Figma; Jira; Wireframing; A/B Testing; SQL; Agile,Roadmapping,8,PMP,Small (11-50),162182.82,3,1,9
33,Female,Blockchain & Web3,Other,Freelance,Remote,7.7,5.8,Bachelor's Degree,English; Spanish,Go; IPFS; Ethereum,Go,3,AWS Certified Solutions Architect; PMP; TensorFlow Developer Certificate,Startup (1-10),164946.34,2,3,6
41,Female,Backend Development,Other,Full-time,Hybrid,3.8,2.6,Master's Degree,English,Go; PHP; C#; Java; Python; Express.js; Node.js,Go,7,,Enterprise (1000+),225599.24,1,0,7
27,Male,Game Development,Other,Full-time,Remote,0.5,0.5,Master's Degree,English; Bengali,Unity; 3D Modeling; DirectX,Unity,3,TensorFlow Developer Certificate,Startup (1-10),79279.78,2,1,4
18,Female,Backend Development,Other,Freelance,Remote,0.5,0.5,PhD,English; Korean; Spanish,Ruby; Go; Rust; Django,Ruby,4,AWS Certified Developer,Enterprise (1000+),142087.97,3,1,5
28,Female,QA & Testing,Other,Full-time,Remote,6.9,4.3,Bootcamp,English,TestRail; Playwright; Postman; Performance Testing; PyTest; Selenium,TestRail,6,Certified Scrum Master,Small (11-50),124858.81,1,1,7
38,Male,DevOps & Cloud,Other,Full-time,On-site,7.0,3.3,Bachelor's Degree,English,Helm; Linux; Azure; Kubernetes; AWS; Prometheus,Helm,6,Certified Scrum Master; CompTIA Security+,Large (201-1000),244241.85,1,2,8
44,Female,Mobile Development,Other,Full-time,Hybrid,6.7,2.8,Bootcamp,English; Korean,Java; Xcode; Firebase; Objective-C; Flutter,Java,5,CEH; PMP; Kubernetes CKA,Large (201-1000),141631.52,2,3,8
23,Prefer not to say,Game Development,Other,Full-time,Remote,11.7,8.4,Bootcamp,English,DirectX; Shader Programming; Physics Engine; Unity; C++,DirectX,5,CompTIA Security+,Small (11-50),107026.3,1,1,6
31,Male,Full-Stack Development,Senior Software Engineer,Freelance,Remote,8.2,4.9,Master's Degree,Bengali; Portuguese,Docker; AWS; Redis; Vue.js; TypeScript; Python; GraphQL; REST APIs,Docker,8,AWS Certified Developer,Enterprise (1000+),292369.62,2,1,9
18,Male,Full-Stack Development,Web Developer,Full-time,Remote,5.1,2.7,Associate's Degree,English; Hindi; Portuguese,GraphQL; Vue.js; React; PostgreSQL,GraphQL,4,,Large (201-1000),184857.89,3,0,4
21,Male,Embedded Systems & IoT,Other,Full-time,Remote,9.5,8.6,PhD,English; German; Dutch,PCB Design; FPGA; ARM; MQTT,PCB Design,4,Google Cloud Professional; TensorFlow Developer Certificate; Linux Foundation Certified,Medium (51-200),202504.95,3,3,7
30,Non-Binary,Product Management,Other,Full-time,Remote,12.4,12.1,Master's Degree,English; Hindi,Figma; Agile; Scrum; User Research; Data Analysis; Roadmapping; A/B Testing,Figma,7,,Large (201-1000),325032.87,2,0,7
35,Male,DevOps & Cloud,Other,Full-time,On-site,5.7,3.1,Bachelor's Degree,English,Azure; Terraform; AWS; CI/CD; Linux,Azure,5,,Large (201-1000),77165.78,1,0,5
23,Male,Full-Stack Development,Senior Software Engineer,Full-time,Remote,0.6,0.5,Bachelor's Degree,English,PostgreSQL; MongoDB; REST APIs; GraphQL; AWS; TypeScript; Vue.js; React,PostgreSQL,8,,Large (201-1000),35342.31,1,0,8
34,Male,Backend Development,Other,Freelance,Remote,1.9,1.5,Master's Degree,English,Spring Boot; Rust; PHP,Spring Boot,3,CISSP; TensorFlow Developer Certificate,Small (11-50),120149.9,1,2,5
33,Female,Site Reliability Engineering,Other,Full-time,Remote,10.2,4.1,Bootcamp,English; Korean,Incident Management; Grafana; CI/CD; Terraform; Docker,Incident Management,5,TensorFlow Developer Certificate; CEH,Startup (1-10),223412.08,2,2,7
32,Male,DevOps & Cloud,Other,Contract,Remote,1.8,1.7,Master's Degree,Russian; Dutch,Linux; CI/CD; GCP; Prometheus; Helm; Jenkins,Linux,6,,Startup (1-10),138566.6,2,0,6
31,Male,DevOps & Cloud,Other,Full-time,On-site,2.8,1.7,Bachelor's Degree,English,Terraform; CI/CD; AWS; Linux; Helm; GCP,Terraform,6,CompTIA Security+,Small (11-50),145143.75,1,1,7
31,Female,Cybersecurity,Other,Full-time,Hybrid,2.1,1.4,Master's Degree,Russian; Portuguese; Spanish,Firewalls; Burp Suite; Linux; Wireshark; Python,Firewalls,5,,Small (11-50),159122.45,3,0,5
21,Male,Product Management,Other,Full-time,Remote,6.1,5.5,Bootcamp,English,User Research; Confluence; Jira; Data Analysis; Scrum; Roadmapping; Agile,User Research,7,,Startup (1-10),151595.26,1,0,7
32,Female,Mobile Development,Other,Full-time,Remote,1.3,1.1,Associate's Degree,English,Flutter; React Native; Java,Flutter,3,,Medium (51-200),29661.39,1,0,3
35,Male,Full-Stack Development,Full Stack Developer,Full-time,On-site,5.7,4.2,Associate's Degree,English; Portuguese; Dutch,AWS; REST APIs; Python; PostgreSQL; React; GraphQL; Docker; Vue.js,AWS,8,TensorFlow Developer Certificate,Large (201-1000),125329.47,3,1,9
33,Female,Mobile Development,Other,Full-time,On-site,5.0,2.2,High School,English,Android SDK; Swift; Firebase; Objective-C,Android SDK,4,,Large (201-1000),159163.27,1,0,4
35,Prefer not to say,Frontend Development,Web Developer,Full-time,On-site,5.8,3.9,Bootcamp,English; Arabic,Angular; TypeScript; GraphQL; HTML/CSS; React,Angular,5,AWS Certified Solutions Architect; Kubernetes CKA; TensorFlow Developer Certificate,Medium (51-200),122734.6,2,3,8
39,Male,Backend Development,Other,Full-time,Remote,4.5,3.4,Bachelor's Degree,English; Dutch; Italian,Spring Boot; Ruby; Rust; Node.js,Spring Boot,4,Certified Scrum Master,Small (11-50),148389.42,3,1,5
29,Female,Mobile Development,Other,Full-time,On-site,9.1,8.6,PhD,English; Korean,Objective-C; Flutter; Firebase; Xcode; Kotlin; React Native,Objective-C,6,,Medium (51-200),70298.84,2,0,6
31,Male,Site Reliability Engineering,Other,Full-time,Remote,6.1,4.8,Master's Degree,English; Mandarin; Arabic,Python; CI/CD; Prometheus; Grafana; GCP; Terraform; Go,Python,7,Linux Foundation Certified,Startup (1-10),289531.36,3,1,8
34,Female,Cybersecurity,Other,Full-time,Remote,11.0,5.0,Bootcamp,English; Dutch; Portuguese,Incident Response; Linux; Network Security; Cryptography; IDS/IPS; Nmap; Firewalls; Ethical Hacking,Incident Response,8,,Startup (1-10),197177.19,3,0,8
23,Male,Mobile Development,Other,Full-time,Remote,5.6,5.0,Master's Degree,German,Android SDK; Jetpack Compose; Objective-C; Swift; Dart; Java,Android SDK,6,,Enterprise (1000+),192222.31,1,0,6
28,Female,Data Science & ML,Other,Full-time,Hybrid,10.1,9.7,Bachelor's Degree,English,Python; R; Pandas,Python,3,Certified Scrum Master,Medium (51-200),238545.89,1,1,4
24,Non-Binary,Blockchain & Web3,Other,Full-time,Remote,3.1,2.8,Bootcamp,French; Hindi,DeFi; Hardhat; Rust; TypeScript; Foundry; Ethereum; Smart Contracts; Web3.js,DeFi,8,AWS Certified Developer; CISSP,Startup (1-10),214731.82,2,2,10
31,Female,Frontend Development,Other,Full-time,On-site,7.6,4.1,PhD,English,HTML/CSS; JavaScript; Vue.js,HTML/CSS,3,,Startup (1-10),167377.3,1,0,3
38,Male,Game Development,Other,Full-time,Remote,10.4,9.0,Master's Degree,English,DirectX; Photon; C#,DirectX,3,CEH; Azure Solutions Architect,Large (201-1000),164505.51,1,2,5
31,Female,Data Science & ML,Other,Full-time,On-site,0.5,0.5,Bachelor's Degree,English,R; Keras; scikit-learn; TensorFlow; Python; SQL,R,6,,Medium (51-200),127966.67,1,0,6
32,Female,Full-Stack Development,Senior Software Engineer,Part-time,Remote,10.0,9.2,Bachelor's Degree,English,MongoDB; Vue.js; TypeScript; PostgreSQL; AWS; REST APIs; React,MongoDB,7,,Large (201-1000),175071.35,1,0,7
37,Male,Database & Data Engineering,Other,Full-time,Hybrid,6.8,3.7,Master's Degree,English; Portuguese,SQL; dbt; Airflow; BigQuery; Kafka; Elasticsearch; Redis; MongoDB,SQL,8,CISSP; TensorFlow Developer Certificate; Google Cloud Professional,Large (201-1000),81007.01,2,3,11
37,Male,QA & Testing,Other,Full-time,On-site,1.4,1.2,PhD,Spanish; Dutch,Selenium; Load Testing; API Testing; PyTest; Postman; Performance Testing,Selenium,6,,Small (11-50),104616.83,2,0,6
27,Male,Cybersecurity,Other,Full-time,Remote,0.5,0.5,Bachelor's Degree,English,Incident Response; Burp Suite; Linux; Nmap; Python; Firewalls; IDS/IPS; Ethical Hacking,Incident Response,8,CEH,Small (11-50),69256.64,1,1,9
38,Male,Product Management,Other,Full-time,Remote,0.5,0.5,Master's Degree,English,Stakeholder Management; Roadmapping; User Research; Data Analysis; Scrum; SQL; Agile; Confluence,Stakeholder Management,8,,Large (201-1000),170380.66,1,0,8
48,Male,Frontend Development,Web Developer,Full-time,Remote,4.5,4.0,Master's Degree,English; German; Italian,SASS; GraphQL; Next.js; React; Redux; Webpack; Vue.js,SASS,7,Kubernetes CKA,Large (201-1000),191266.36,3,1,8
26,Female,Embedded Systems & IoT,Other,Full-time,Remote,1.5,1.1,Master's Degree,English; Portuguese,MATLAB; Microcontrollers; C++; C; PCB Design,MATLAB,5,TensorFlow Developer Certificate; Google Cloud Professional,Small (11-50),36809.34,2,2,7
40,Female,Site Reliability Engineering,Other,Freelance,Remote,6.7,6.5,Bachelor's Degree,English; Spanish; Telugu,Docker; Go; Python; Grafana,Docker,4,TensorFlow Developer Certificate,Startup (1-10),197776.51,3,1,5
30,Male,DevOps & Cloud,Other,Full-time,On-site,0.5,0.5,High School,English; French,Terraform; Docker; Azure; Linux; Helm; GCP; Jenkins,Terraform,7,Azure Solutions Architect,Medium (51-200),87292.87,2,1,8
33,Male,Data Science & ML,Other,Full-time,On-site,3.4,2.6,Master's Degree,English,TensorFlow; Keras; Spark; OpenCV; Hugging Face; scikit-learn; NLTK,TensorFlow,7,Google Cloud Professional,Startup (1-10),220126.58,1,1,8
36,Male,Site Reliability Engineering,Other,Full-time,On-site,10.1,9.7,Associate's Degree,Portuguese; Dutch,Go; Docker; Kubernetes,Go,3,Google Cloud Professional; CEH,Startup (1-10),140830.19,2,2,5
35,Female,Blockchain & Web3,Other,Contract,Remote,2.4,1.6,Master's Degree,English,Rust; Ethereum; ethers.js; Go; Foundry; Web3.js; Solidity; Hardhat,Rust,8,,Small (11-50),56118.49,1,0,8
32,Female,Game Development,Other,Freelance,Remote,8.6,5.7,Bachelor's Degree,English; Arabic,OpenGL; C++; Shader Programming; Unity; Blender,OpenGL,5,AWS Certified Developer,Medium (51-200),45906.09,2,1,6
32,Male,Cybersecurity,Other,Part-time,Remote,2.7,2.4,Master's Degree,English; Italian,Firewalls; Network Security; Wireshark; Cryptography; IDS/IPS,Firewalls,5,,Enterprise (1000+),207410.59,2,0,5
25,Male,Full-Stack Development,Other,Full-time,On-site,3.1,1.9,Bachelor's Degree,English,AWS; Redis; REST APIs; GraphQL,AWS,4,CISSP; Certified Scrum Master,Medium (51-200),163211.38,1,2,6
24,Female,Full-Stack Development,Senior Software Engineer,Full-time,Hybrid,0.5,0.5,Bachelor's Degree,English; Portuguese; Russian,Redis; REST APIs; TypeScript; AWS; Docker; Vue.js,Redis,6,AWS Certified Solutions Architect; TensorFlow Developer Certificate,Small (11-50),116397.42,3,2,8
36,Female,QA & Testing,Other,Full-time,Hybrid,0.9,0.7,Bachelor's Degree,English,Playwright; Selenium; API Testing,Playwright,3,AWS Certified Solutions Architect; Certified Scrum Master,Small (11-50),87201.61,1,2,5
31,Male,Mobile Development,Other,Full-time,Remote,8.9,7.6,Bootcamp,English,React Native; Android SDK; Flutter; Dart; Kotlin; Java; SwiftUI; Swift,React Native,8,Linux Foundation Certified; CompTIA Security+,Medium (51-200),202543.25,1,2,10
36,Female,Frontend Development,Other,Full-time,Remote,4.9,4.0,Bachelor's Degree,English,React; GraphQL; Next.js; JavaScript; TypeScript,React,5,AWS Certified Developer; TensorFlow Developer Certificate; CISSP,Large (201-1000),111300.59,1,3,8
32,Male,Mobile Development,Other,Full-time,On-site,8.6,5.9,Bachelor's Degree,English; Spanish,Dart; Java; Firebase,Dart,3,,Enterprise (1000+),219061.57,2,0,3
41,Male,Full-Stack Development,Full Stack Developer,Part-time,Remote,7.0,6.0,Bachelor's Degree,English; Bengali,React; TypeScript; MongoDB; GraphQL; Node.js,React,5,CompTIA Security+; Azure Solutions Architect,Enterprise (1000+),215618.2,2,2,7
35,Female,Full-Stack Development,Senior Software Engineer,Full-time,Hybrid,1.6,0.8,High School,English; German,GraphQL; MongoDB; Redis; Vue.js; AWS; Python; React; REST APIs,GraphQL,8,,Enterprise (1000+),120183.99,2,0,8
23,Male,Embedded Systems & IoT,Other,Contract,Remote,8.2,6.8,Bachelor's Degree,Spanish,ARM; Python; PCB Design,ARM,3,,Enterprise (1000+),189710.21,1,0,3
32,Male,Data Science & ML,Other,Full-time,Hybrid,12.9,5.9,Bootcamp,English; French,PyTorch; Hugging Face; Keras; NLTK; scikit-learn; Pandas; TensorFlow; Spark,PyTorch,8,AWS Certified Developer; CISSP; Linux Foundation Certified,Small (11-50),158614.81,2,3,11
32,Male,Backend Development,Other,Freelance,Remote,8.2,4.2,Bachelor's Degree,English,Rust; Java; Go; Django; Ruby; FastAPI,Rust,6,,Large (201-1000),212084.03,1,0,6
22,Male,Mobile Development,Other,Full-time,On-site,0.5,0.5,Master's Degree,English; Bengali,React Native; Swift; Jetpack Compose; Firebase; Objective-C,React Native,5,AWS Certified Developer; CISSP,Small (11-50),126720.73,2,2,7
29,Female,QA & Testing,Other,Full-time,Remote,3.7,3.5,Bachelor's Degree,English,Postman; Performance Testing; API Testing; Load Testing; Selenium,Postman,5,,Large (201-1000),129029.72,1,0,5
29,Female,Backend Development,Other,Full-time,Hybrid,8.6,3.8,Bootcamp,English,Rust; FastAPI; Java,Rust,3,,Large (201-1000),183874.76,1,0,3
43,Male,Frontend Development,Other,Freelance,Remote,8.8,5.3,Bachelor's Degree,English; Arabic; Portuguese,Redux; Vue.js; Webpack; Angular; SASS; Tailwind CSS,Redux,6,,Enterprise (1000+),280504.73,3,0,6
40,Male,Frontend Development,Other,Full-time,On-site,12.2,11.7,Bachelor's Degree,English,Next.js; Vue.js; JavaScript; SASS,Next.js,4,,Small (11-50),184784.03,1,0,4
23,Male,Product Management,Other,Full-time,Remote,9.4,7.6,Bootcamp,English; Japanese,User Research; Jira; Figma,User Research,3,CompTIA Security+,Enterprise (1000+),208348.03,2,1,4
30,Male,Site Reliability Engineering,Other,Full-time,On-site,10.5,7.6,Bachelor's Degree,English; Telugu,Linux; Python; Incident Management; Docker; Terraform,Linux,5,,Small (11-50),213887.59,2,0,5
27,Male,Blockchain & Web3,Other,Full-time,Remote,7.5,7.2,Bachelor's Degree,English,Solidity; TypeScript; Web3.js; Rust; Hardhat,Solidity,5,,Enterprise (1000+),88143.69,1,0,5
29,Female,Full-Stack Development,Senior Software Engineer,Full-time,Remote,9.8,8.4,Bootcamp,English; Arabic,Python; TypeScript; PostgreSQL,Python,3,,Medium (51-200),147639.26,2,0,3
37,Female,Mobile Development,Other,Full-time,Hybrid,4.9,3.3,Associate's Degree,English,Jetpack Compose; Kotlin; Dart; Xcode; Firebase,Jetpack Compose,5,,Enterprise (1000+),174417.79,1,0,5
33,Male,QA & Testing,Other,Freelance,Remote,10.6,8.3,Bachelor's Degree,English; Dutch; Tamil,Load Testing; Cypress; PyTest; Jira; Performance Testing; API Testing; Jest,Load Testing,7,,Startup (1-10),137903.35,3,0,7
34,Female,Backend Development,Platform Engineer,Contract,Remote,3.7,3.6,Bootcamp,English; Mandarin,C#; FastAPI; Rust,C#,3,,Medium (51-200),166658.52,2,0,3
46,Male,Backend Development,Other,Freelance,Remote,6.2,4.2,PhD,English,Python; PHP; Rust,Python,3,Kubernetes CKA,Large (201-1000),191340.87,1,1,4
27,Female,Cybersecurity,Other,Full-time,Remote,2.5,1.4,Bachelor's Degree,English; Bengali; German,Incident Response; Wireshark; Network Security,Incident Response,3,CISSP,Startup (1-10),166931.22,3,1,4
44,Male,DevOps & Cloud,Other,Full-time,On-site,0.7,0.5,Master's Degree,English; Hindi,Azure; CI/CD; Helm; GCP; Terraform; AWS; Jenkins; Ansible,Azure,8,AWS Certified Solutions Architect; AWS Certified Developer,Large (201-1000),145058.22,2,2,10
36,Male,Product Management,Other,Full-time,Hybrid,10.2,8.1,Bachelor's Degree,English; Mandarin; Bengali,Agile; User Research; A/B Testing,Agile,3,,Startup (1-10),214257.47,3,0,3
28,Male,Embedded Systems & IoT,Other,Full-time,On-site,1.1,0.9,PhD,English; Tamil,Embedded Linux; MQTT; I2C/SPI; PCB Design; C; Microcontrollers; C++; MATLAB,Embedded Linux,8,Google Cloud Professional,Enterprise (1000+),215117.05,2,1,9
27,Male,Backend Development,Other,Contract,Remote,11.5,10.8,Master's Degree,English,Java; Express.js; C#; Spring Boot; PHP,Java,5,CISSP,Enterprise (1000+),312699.54,1,1,6
28,Male,Cybersecurity,Other,Full-time,Hybrid,9.2,6.2,Bachelor's Degree,English,Nmap; Wireshark; Linux; Burp Suite; Network Security; Firewalls,Nmap,6,,Medium (51-200),235415.23,1,0,6
43,Female,Frontend Development,Other,Full-time,Hybrid,0.5,0.5,Bachelor's Degree,English; Bengali,HTML/CSS; React; JavaScript,HTML/CSS,3,Certified Scrum Master,Large (201-1000),119380.02,2,1,4
35,Prefer not to say,Product Management,Other,Full-time,Remote,3.3,1.6,Bachelor's Degree,English,Wireframing; Stakeholder Management; Confluence; A/B Testing; Agile; User Research,Wireframing,6,,Medium (51-200),248088.24,1,0,6
30,Non-Binary,Cybersecurity,Other,Full-time,On-site,5.0,3.4,Bootcamp,English; Portuguese,Nmap; Network Security; Wireshark,Nmap,3,CEH; Kubernetes CKA,Enterprise (1000+),227892.47,2,2,5
33,Male,QA & Testing,Other,Contract,Remote,11.4,7.1,Bachelor's Degree,English; French,TestRail; JUnit; Load Testing; Cypress; Selenium,TestRail,5,,Startup (1-10),132291.01,2,0,5
44,Female,Full-Stack Development,Senior Software Engineer,Full-time,On-site,0.5,0.5,High School,English; French,Docker; MongoDB; Redis; PostgreSQL,Docker,4,,Enterprise (1000+),129587.16,2,0,4
37,Male,Data Science & ML,Other,Full-time,Hybrid,6.5,4.4,Master's Degree,Japanese,R; PyTorch; Pandas; Python; scikit-learn; NLTK; Hugging Face,R,7,,Enterprise (1000+),445325.28,1,0,7
40,Male,Product Management,Other,Full-time,Remote,2.0,1.5,Bachelor's Degree,Russian,A/B Testing; Agile; User Research; SQL,A/B Testing,4,,Medium (51-200),172635.85,1,0,4
31,Male,Product Management,Other,Full-time,Remote,2.1,2.0,Master's Degree,English; Japanese,Agile; Data Analysis; Confluence,Agile,3,,Large (201-1000),214084.32,2,0,3
39,Female,Database & Data Engineering,Other,Full-time,Remote,7.9,5.4,Master's Degree,English; Dutch,Spark; Kafka; Snowflake,Spark,3,CEH; Google Cloud Professional; AWS Certified Developer,Startup (1-10),245153.33,2,3,6
37,Male,Backend Development,Other,Freelance,Remote,3.8,2.2,PhD,English; Bengali; Korean; German,Python; Ruby; Spring Boot,Python,3,,Medium (51-200),209961.44,4,0,3
36,Male,Cybersecurity,Other,Full-time,Remote,10.0,5.7,Master's Degree,English; Tamil; Arabic,Firewalls; Linux; SIEM; Python,Firewalls,4,CEH,Enterprise (1000+),334735.83,3,1,5
